,0,1,2,3,4,5,6,7,8,9
B2M,-0.35487452317492735,0.5500258067828507,0.5860317785968179,-0.7416699087005083,0.4334174108283818,-0.6467398142276288,-0.49911444192311377,-0.5827417313672439,0.13553299150885564,0.1389404520636304
MTRNR2L2,0.9784367821119091,0.6595513783997005,0.2758936782091376,0.5494126550757572,-0.33935771455636626,-0.3475903198255069,0.6894216894153893,-0.8827691874970504,-0.5442885469206868,-0.11542899233756096
TMSB4X,-0.3756682172148298,0.06930645639075278,-0.14713817965158732,-0.959387917464531,0.24475951603328067,-0.4432848906635101,-0.9299193110284886,-0.2103349778430652,0.29327335583189645,0.15020904159148193
ACTB,-1.0439607667653739,-0.02946485714047533,-0.0998899047687834,-0.22060262233860153,-0.20476178690612978,-0.6029917769568166,-0.5562473627430657,-0.26586994381390816,0.3150960243384075,0.5550901579757608
MTRNR2L8,0.9771124653441784,0.6864858923145,0.2603511565208747,0.47332598589934344,-0.45672717321791867,-0.36820017853754694,0.6970773215216869,-0.8537185144161514,-0.43041079827803574,-0.04091935556551393
FTH1,0.16933171217475332,-1.4173681513020988,-0.2199305592172992,-0.10683989508053011,0.0015941787506388977,-0.08132858697556505,-0.03357715893549247,0.7036614805600653,-0.13588561276398525,-0.2041394439464207
RPL7,-0.010852595160224413,-0.5962051667516204,0.15008370163780368,0.19582494729879005,0.24877574553897885,0.6534684411609855,0.4560079410397355,0.35249495378183726,0.5880996162228487,0.2361337789567116
FTL,-0.005322233042845357,-1.1223108314744439,-0.7943349551356266,0.06159601069389484,-0.2583428561326543,0.40329962246897916,0.3394627692677178,0.5902173507126899,0.03361572128493927,-0.20708146145181366
EEF1A1,0.19616012627246976,0.18966593647936641,0.30443915447471737,0.9188773206027705,-0.029451340546744528,-0.11558452819415359,0.9889926668728707,-0.38633110528506653,-1.076862393671852,0.019854942353596784
UBB,-0.25874102616583766,-1.2398494355852483,-0.014103405352154024,0.23977638248996103,0.3136933170076919,0.17032961065502644,0.19208512903110636,0.0133780674019588,-0.3366525727655246,-0.3154348669257354
UBC,-0.09160260995498003,0.14477588430306645,0.5984011861622438,0.6361542442920426,-0.3614305354025335,0.10194304684769015,0.12838541445995877,0.09078522053504183,-0.5824164260548125,-0.282596842855151
MALAT1,0.11867316957352037,0.15219699557090607,0.022050743928288655,-0.5979191191533728,-0.3648697257017807,-0.3602558342851023,-0.7300514044189742,0.3051198541906264,0.22767572774498562,-1.0332550511752958
GAPDH,0.7493728702948649,-0.6346155748937199,0.04021439636422607,0.5525409531675868,-0.045264363179546636,0.1775402784372832,0.7399044040184533,-0.3176269266377166,-0.1764712226280651,0.6613272135364965
PTMA,-0.01700548038812912,-0.443229773026822,-0.5037428506666258,0.014469883141689776,1.1320111613709034,-0.17486444689555727,0.24101518113965692,-0.18125417731798593,0.5719292763021201,-0.1928924309446112
RPS27,0.11693354954408554,-0.8302012002159371,-0.21873673578852293,-0.1561633871226086,0.08824104360394314,-0.13512800206029044,0.5208693662021243,0.8169449772901518,0.37351712187574393,-0.07930412665181574
RPL41,0.6185178604207388,-0.09563794243139596,0.35479661577532573,1.047484037716369,0.18435989651904613,-0.2348905846089261,1.0044071830784775,-0.6284226703107155,0.0013242907869072795,-0.15388121884532516
MYL6,-0.7069338479449171,-0.16695075398975653,0.3244572561150151,-0.5447336857479781,0.23092241625942003,-0.6916866176214215,-0.3490191167310314,0.24025184903829788,0.5695476589496251,0.08751001278679857
H3F3B,-0.3308441322525746,-0.23544303432729538,0.07354487693147063,-0.38298731332738467,0.7384624244234282,0.74888152353756,-0.7627818533126332,0.49232017731122063,0.3285795997007958,-0.4741725585176622
RPS14,-0.39788085515556176,-0.04004908248174487,0.6246124248436772,0.23122890429792453,0.8830013175517422,0.013241612568124136,0.8449230810455903,0.2516852316558471,0.3869339386283651,0.2112538711440151
RPL18A,-0.3146201257939192,0.014290358830862382,0.7951623513496211,0.40722662503467305,0.9028434154618663,0.214289399952612,0.9200714919442547,0.28820730937390787,0.08064506303160937,0.14563525725481438
RPLP1,0.4312554601222708,-0.2465019286561467,0.23658870950057334,1.0148956522308972,0.22870259298448886,-0.22040798570552994,1.1646461456327797,-0.30941079400905863,-0.003753322852227809,0.03761829809703352
TMSB10,-0.3746029615421955,-0.045011097659441064,0.4418845315380771,-0.2538467761599089,0.1528103593803558,-0.8065076625708496,-0.28253195821887794,-0.060812442395837836,1.0183737513211146,0.11721062326156347
RPL3,0.04465115377252982,-0.09275736445792229,0.29944937288089474,0.9388022804731939,0.09331191552950714,0.019926519276917028,1.1924143593119925,-0.07989351759318329,-0.7574531321175234,0.02840589059004684
RPS6,0.29537078332321554,-0.6560919022344891,0.4292656736429019,0.9363681835867659,0.36656038613824066,0.2129838823797635,0.9640892393140061,-0.3578481901526466,-0.31771996239340267,0.09717285818865443
RPS18,0.3064461261186311,-0.5344469368210382,0.6493955607286834,0.9616674712625649,0.106122292206059,-0.07051050391535964,1.0144557293249474,-0.2144562669685413,-0.08840265891035864,0.03105433188983584
ACTG1,-0.5533008040009061,0.12612242328571976,0.5725584530702954,0.365091339344238,0.23786822413548156,-0.2634811957153044,-0.20494489819976533,-0.1294958167404032,-0.012677954808441248,0.24475209162309644
FOS,-0.19612041860473162,-0.6267300055469358,0.05185295942530307,0.310052807242552,0.1276219671367366,-0.08929328538547411,-0.050853016482979525,0.07986907778799911,-0.2627064678774568,-0.4859261872685815
EIF1,0.2039827646398485,-0.20173442054943871,-0.3262752705713448,0.6189065629671617,0.013776871827707078,0.7069590711008167,-0.24366298894166033,-0.5928465100224597,-0.7782201620520025,-0.4372941995607527
DUSP1,-0.4960778034517125,-0.13972610294229024,0.6658037738860851,0.3968567877721436,0.4448869625058457,0.009199687422902132,-0.39118753816919916,-0.08367496316279538,-0.47284111714021465,-0.5043698264815194
CALM2,-0.304705783386228,-0.8564111274878097,-0.6056546828792957,-0.2341016013712955,0.42917105546228035,-0.11163451635851183,-0.797540186935007,-0.15379847462046392,0.15519871394373944,-0.1844810152269879
RPL5,0.09407854549067046,-0.29180387301711375,0.1054095797193586,0.7198665632563214,0.19747884449696626,-0.16727769346055033,0.8872073828259188,-0.5667638869054796,-0.21613097056352132,0.2947362620369546
HNRNPH1,0.3118637253022421,-0.3782836959595747,-0.22450047357988187,-0.352792807134599,0.8944539788352285,0.0029404426967753277,-0.6148714870964715,0.06685784653985988,0.7230011772021486,-0.535997112119426
RPL8,0.07145266986005325,-0.038869828820145585,-0.04299321407825334,0.8879627742013013,-0.38404677293837874,0.26678902739244503,0.9227034381898754,-0.4572591805253884,0.4015054837283674,0.4703915971537923
HLA-B,0.18285163483380357,0.8826030398455386,0.6502141861775068,-0.10863077765166686,0.09610223594599868,-0.7258562553133718,0.034903734579245095,-0.6337010690716075,-0.40257137370319546,0.21104336173317378
RPLP0,0.39653255513289765,-0.38656183432621494,0.6174484694676757,0.8231577222328448,0.43862909873567574,0.18482030804796296,1.0746657122880892,0.2534685597138925,-0.3816443606091523,0.42338230716252223
RPS3A,0.19838525937744184,-0.00023711905235283522,0.4221160483822886,0.8350318492302756,0.2930941878064022,-0.008418959021566929,0.9704033369836738,-0.6179108333792745,-0.5110288637165982,0.17530627317180883
RPS19,0.021405338502868902,-0.5402993873829832,0.47386912483442084,0.7032770308028446,0.40702878495179684,0.21279420485582323,1.0011229630745107,0.4297985060948516,0.5000468182337002,-0.2410943071610483
CFL1,-0.4466049001132248,-0.06598483842316713,-0.19118449579916733,-0.5111657398559984,0.25961720671946104,-0.4922489595696693,-0.7058671703030225,-0.07216258960021449,0.7683197147582472,0.4684768365553262
DDX5,-0.1380130628140273,-0.10313660630823486,-0.793953683845501,-0.06072671275039758,0.4625501169473617,0.5258195134066577,-0.43039531758691796,0.568120223933623,-0.17659958732609396,-0.4743250041584201
PFN1,-0.5293882593053141,-0.3127118779406826,0.06107815269822959,-0.3558322274176112,0.610026276947351,-0.5316086786402675,-0.48986046735986094,0.17942839835732732,1.0429023989788528,0.3292323163047698
EIF4A1,-0.3594126542869795,-0.5356056587775665,0.18875451925703654,-0.042057155489313755,0.6788413716669073,0.06304888274064052,-0.24032458829891723,0.47690673457536753,0.6645716272972897,0.39690209631940854
MTRNR2L1,0.992947131548188,0.7163392552987133,0.24595848493698164,0.44269828249988635,-0.4725742808585492,-0.36189485002498223,0.6563784198661339,-0.8678201004120482,-0.4303292238272856,-0.023570318545146553
HLA-E,-0.3112751221004539,0.5833413107192011,0.5618377066677718,-0.2846480532833774,-0.007167615007930022,-0.48448784721708504,-0.3844902985210677,0.002702017113255728,-0.4670616410509601,0.14874238769014914
ANXA2,-0.6303957976732979,-0.46797292980813626,0.14226840087540849,-0.12423666558439712,-0.582912659273709,-0.3979351666106145,-0.4833399958229328,0.3113367904709858,0.9876982559281096,0.35667910109120543
RPL19,0.632874656834699,0.03248749810479098,0.1628587600968313,0.8377268141331364,0.24645807826078137,0.055678054116884756,0.9516745356984365,-0.7134801268532932,-0.22734419479873932,0.31567629191519836
HLA-C,0.05696185302048644,0.8184023768737778,0.5843254761422366,-0.13819227617472454,0.11075897555451705,-0.6328904282371672,0.1258490550825351,-0.38221740524068776,-0.5494078955313964,0.34760854286869
EEF1G,0.3003860162172561,-0.5670789046520487,0.3115246014061706,0.61372340375273,0.17164963116022242,-0.00105079500620748,0.9274459569787448,0.44547792474223435,-0.5546459889445049,0.42394713719316207
RPL23A,0.42494782128566505,-0.28304736704259686,0.12347873128360341,0.7974951576595868,0.5310452531653009,-0.12219417515199545,1.1380347651782707,0.09113483174191901,0.0365859488920061,0.025324791823257347
